activity_id,deal_id,activity_type,activity_date,duration_minutes,outcome,notes
ACT_01215,DEAL_0175,Call,2025-10-07,45,Negative,Benefit hear possible.
ACT_01216,DEAL_0176,Follow-up,2026-01-30,45,Neutral,Sometimes pay hear third effort.
ACT_01217,DEAL_0176,Follow-up,2026-02-26,90,Neutral,Full education drop color garden population.
ACT_01218,DEAL_0176,Follow-up,2026-01-29,90,Negative,Our should peace.
ACT_01219,DEAL_0176,Email,2026-02-24,45,Negative,Fight main particularly market.
ACT_01220,DEAL_0176,Meeting,2026-02-02,60,No Response,Imagine his evening federal pressure.
ACT_01221,DEAL_0176,Proposal Sent,2026-03-02,15,No Response,These glass try difficult response arm police still.
ACT_01222,DEAL_0177,Proposal Sent,2025-08-18,30,No Response,Care director body much top let particular career.
ACT_01223,DEAL_0177,Call,2026-02-02,30,Neutral,Just space model.
ACT_01224,DEAL_0177,Demo,2025-11-13,30,No Response,Read figure hair score threat evening create.
ACT_01225,DEAL_0177,Follow-up,2026-02-19,60,Negative,Seven program phone son.
ACT_01226,DEAL_0177,Email,2025-06-17,45,Neutral,Question usually without lead staff.
ACT_01227,DEAL_0177,Demo,2025-05-03,60,Neutral,Keep area charge item room change.
ACT_01228,DEAL_0177,Demo,2026-03-10,60,Positive,Focus president animal poor modern.
ACT_01229,DEAL_0177,Meeting,2025-09-11,30,Neutral,Improve left next media into them general.
ACT_01230,DEAL_0177,Meeting,2025-07-10,15,No Response,Teach right decide quickly.
ACT_01231,DEAL_0177,Follow-up,2025-11-11,45,Negative,Almost continue their fast.
ACT_01232,DEAL_0177,Call,2025-02-03,60,No Response,Study hard manager realize although on.
ACT_01233,DEAL_0177,Follow-up,2025-03-12,60,Negative,Agent past finally key.
ACT_01234,DEAL_0178,Proposal Sent,2026-01-14,15,Positive,Already into mean apply.
ACT_01235,DEAL_0178,Call,2025-08-17,30,Negative,Include race strong prepare peace language according.
ACT_01236,DEAL_0178,Proposal Sent,2025-08-30,90,No Response,Resource morning test point run card fine.
ACT_01237,DEAL_0178,Demo,2025-10-24,30,No Response,Southern guess what former part different write.
ACT_01238,DEAL_0178,Email,2025-09-30,90,No Response,Throughout green others reach charge two forward.
ACT_01239,DEAL_0178,Call,2026-01-20,60,Positive,Someone concern as even analysis.
ACT_01240,DEAL_0178,Meeting,2025-08-02,90,No Response,Technology foreign source form thousand put accept.
ACT_01241,DEAL_0179,Meeting,2025-06-03,15,Neutral,Model memory rest professional could open include.
ACT_01242,DEAL_0179,Email,2025-07-10,90,Neutral,She produce single office.
ACT_01243,DEAL_0179,Email,2025-04-06,90,No Response,Increase speech risk economic dream.
ACT_01244,DEAL_0179,Email,2025-05-16,30,Neutral,Fine data thus strategy may.
ACT_01245,DEAL_0179,Email,2025-02-08,60,Negative,Measure else above present peace true item.
ACT_01246,DEAL_0179,Call,2026-02-23,30,Negative,Left live partner step travel.
ACT_01247,DEAL_0179,Follow-up,2025-04-06,90,Positive,He better allow general.
ACT_01248,DEAL_0179,Demo,2025-10-12,15,Negative,White sing fish business cost.
ACT_01249,DEAL_0179,Proposal Sent,2025-03-13,15,Neutral,Strategy course fact suggest sea case.
ACT_01250,DEAL_0179,Meeting,2025-11-30,60,No Response,Event tough main send.
ACT_01251,DEAL_0179,Call,2025-06-12,15,Neutral,About prevent town ball pressure describe.
ACT_01252,DEAL_0179,Proposal Sent,2025-04-22,60,No Response,Career election evening actually.
ACT_01253,DEAL_0180,Demo,2026-01-27,30,Neutral,Total each school treat prevent response because.
ACT_01254,DEAL_0180,Call,2026-02-11,45,No Response,Name story attention bed part upon.
ACT_01255,DEAL_0180,Follow-up,2026-01-28,60,Neutral,Kitchen lead seek coach true authority.
ACT_01256,DEAL_0181,Proposal Sent,2026-03-06,45,Neutral,Why consumer college allow.
ACT_01257,DEAL_0181,Proposal Sent,2026-03-03,60,Negative,Tonight accept push commercial stuff decade.
ACT_01258,DEAL_0181,Call,2026-03-03,15,Neutral,This believe senior discuss with.
ACT_01259,DEAL_0181,Demo,2026-03-09,15,No Response,Training factor thought of.
ACT_01260,DEAL_0181,Proposal Sent,2026-03-05,30,Negative,Entire PM middle plant treatment room go.
ACT_01261,DEAL_0181,Proposal Sent,2026-03-11,60,No Response,Personal only as those most form successful.
ACT_01262,DEAL_0181,Demo,2026-03-14,90,Positive,Pretty all month believe head red occur.
ACT_01263,DEAL_0181,Follow-up,2026-03-13,15,Negative,Maybe describe avoid heart follow.
ACT_01264,DEAL_0181,Follow-up,2026-03-07,60,Negative,Dinner reach thus book player book.
ACT_01265,DEAL_0181,Follow-up,2026-03-02,45,No Response,Middle energy alone most sea amount three.
ACT_01266,DEAL_0181,Proposal Sent,2026-03-04,30,No Response,Accept eight body read action.
ACT_01267,DEAL_0182,Call,2025-04-23,90,No Response,Debate sing this these rest.
ACT_01268,DEAL_0182,Demo,2025-07-14,60,Neutral,Paper table trade.
ACT_01269,DEAL_0182,Follow-up,2026-02-19,90,Positive,Seat return goal begin partner people.
ACT_01270,DEAL_0182,Demo,2025-03-25,15,Neutral,Threat them beat since give.
ACT_01271,DEAL_0182,Call,2026-02-24,45,Negative,Quality act remain some hot poor.
ACT_01272,DEAL_0183,Email,2025-01-11,30,No Response,Few past several radio professor.
ACT_01273,DEAL_0183,Demo,2025-11-10,90,Positive,Remember series when.
ACT_01274,DEAL_0183,Meeting,2025-07-13,15,Positive,Foreign popular true life.
ACT_01275,DEAL_0183,Proposal Sent,2025-06-28,45,No Response,Issue note stuff it hope leader.
ACT_01276,DEAL_0183,Demo,2024-10-11,30,Negative,Level begin risk investment positive.
ACT_01277,DEAL_0183,Call,2025-05-17,90,Positive,Total spend peace attention.
ACT_01278,DEAL_0183,Demo,2024-10-27,15,Positive,Theory friend land study.
ACT_01279,DEAL_0183,Follow-up,2025-07-31,60,No Response,Run address article foot often.
ACT_01280,DEAL_0183,Meeting,2026-01-09,60,Neutral,Level some painting.
ACT_01281,DEAL_0183,Demo,2025-07-18,15,Positive,Debate yeah item area break old.
ACT_01282,DEAL_0183,Meeting,2024-10-22,15,Neutral,Painting skin ten certainly through technology.
ACT_01283,DEAL_0183,Meeting,2025-07-21,60,No Response,Hold bed decade real hand table.
ACT_01284,DEAL_0184,Email,2025-08-10,15,Neutral,Order five eye company nor send visit.
ACT_01285,DEAL_0184,Follow-up,2026-01-26,60,Neutral,Condition significant politics drug north family community.
ACT_01286,DEAL_0184,Demo,2026-02-07,45,Neutral,Together draw action cause Mrs.
ACT_01287,DEAL_0184,Call,2025-07-01,15,Positive,Really movement sing perhaps involve join cause.
ACT_01288,DEAL_0184,Call,2026-01-20,45,Positive,Data size worry class ball watch weight.
ACT_01289,DEAL_0184,Proposal Sent,2026-01-01,60,Neutral,Pull part he attention.
ACT_01290,DEAL_0184,Email,2025-10-12,15,Negative,Continue you tell method can away.
ACT_01291,DEAL_0184,Call,2025-10-04,60,Negative,Often you kind usually administration service close.
ACT_01292,DEAL_0184,Call,2025-09-16,30,Positive,Political cultural decide cultural general.
ACT_01293,DEAL_0185,Proposal Sent,2026-01-22,30,No Response,Begin five less Congress color.
ACT_01294,DEAL_0185,Follow-up,2025-09-16,15,Positive,Year area wife someone blue religious include.
ACT_01295,DEAL_0185,Demo,2026-01-21,45,No Response,Tonight watch small thus manage some.
ACT_01296,DEAL_0185,Email,2026-02-18,90,Positive,Actually fly article skill.
ACT_01297,DEAL_0185,Email,2025-11-11,60,Neutral,Forget stop major interest officer town test enter.
ACT_01298,DEAL_0185,Call,2025-10-11,45,Neutral,Treatment agency hope happy however water look technology.
ACT_01299,DEAL_0185,Call,2025-11-07,15,Positive,Common head dream Mr future item.
ACT_01300,DEAL_0185,Demo,2026-02-15,15,Positive,Indeed politics religious tree radio today also.
ACT_01301,DEAL_0185,Meeting,2025-08-12,30,Positive,Region tonight board glass.
ACT_01302,DEAL_0185,Call,2026-02-08,15,Neutral,Explain culture interest face rate.
ACT_01303,DEAL_0185,Follow-up,2025-12-01,30,Positive,Find maintain size field value.
ACT_01304,DEAL_0185,Demo,2026-01-05,90,Positive,Kid system gun once individual.
ACT_01305,DEAL_0186,Meeting,2026-02-24,90,Neutral,Face condition growth station.
ACT_01306,DEAL_0186,Proposal Sent,2025-11-13,30,No Response,Car strategy drop join establish poor paper.
ACT_01307,DEAL_0186,Demo,2025-12-24,15,Neutral,Group attorney direction by relationship exist hour artist.
ACT_01308,DEAL_0186,Call,2025-12-20,15,Negative,More deep trade pressure positive while total.
ACT_01309,DEAL_0186,Meeting,2026-02-25,30,Positive,Fast impact week go over event alone new.
ACT_01310,DEAL_0186,Demo,2026-01-15,45,Positive,Wait pay citizen method owner fear.
ACT_01311,DEAL_0186,Demo,2026-01-12,30,No Response,Decision catch direction response purpose baby.
ACT_01312,DEAL_0187,Email,2025-12-30,45,Negative,One brother financial science.
ACT_01313,DEAL_0187,Email,2026-02-05,15,Neutral,Cold attack reflect camera cost piece thank.
ACT_01314,DEAL_0187,Demo,2026-01-16,45,No Response,Mrs sign east where road note expect.
ACT_01315,DEAL_0187,Email,2026-03-14,90,Neutral,Training imagine recent represent huge.
ACT_01316,DEAL_0187,Meeting,2026-02-17,15,Negative,Edge policy thus stock along heart rule bring.
ACT_01317,DEAL_0188,Follow-up,2026-03-13,60,Neutral,Dream morning need hair take management national street.
ACT_01318,DEAL_0188,Meeting,2026-01-29,30,Negative,Subject place company old same.
ACT_01319,DEAL_0188,Follow-up,2026-02-03,60,Positive,Meeting number answer choice condition attack kitchen.
ACT_01320,DEAL_0188,Meeting,2026-02-15,15,No Response,Describe suffer move visit would economy.
ACT_01321,DEAL_0188,Demo,2025-12-27,90,Neutral,Case very treat building change growth.
ACT_01322,DEAL_0188,Proposal Sent,2026-02-17,90,Positive,Lawyer number send address market voice family.
ACT_01323,DEAL_0188,Call,2026-02-11,15,Positive,Table loss part science capital everybody.
ACT_01324,DEAL_0188,Meeting,2026-02-26,30,No Response,Trade fund find visit much guess system statement.
ACT_01325,DEAL_0188,Call,2026-01-18,90,Positive,Team drug thought later down reveal all.
ACT_01326,DEAL_0188,Email,2026-02-11,30,Negative,Scene apply ground everything company top.
ACT_01327,DEAL_0188,Demo,2026-02-10,45,Neutral,Factor catch site.
ACT_01328,DEAL_0188,Call,2026-01-30,60,Neutral,In old open memory forward community report.
ACT_01329,DEAL_0189,Email,2025-04-27,30,No Response,Plant agree during level toward.
ACT_01330,DEAL_0189,Follow-up,2025-09-21,45,Neutral,Shoulder employee agent poor decade care others himself.
ACT_01331,DEAL_0189,Meeting,2025-09-17,45,Positive,So seem yard federal find.
ACT_01332,DEAL_0189,Proposal Sent,2025-10-16,60,Negative,Central more approach factor person last different.
ACT_01333,DEAL_0189,Email,2025-11-17,30,Negative,Structure piece half specific beautiful.
ACT_01334,DEAL_0189,Meeting,2026-01-26,30,Neutral,Carry beat break.
ACT_01335,DEAL_0189,Proposal Sent,2025-08-09,15,Neutral,Capital level management sign bag they.
ACT_01336,DEAL_0189,Follow-up,2025-04-25,30,No Response,And including either class I protect.
ACT_01337,DEAL_0189,Proposal Sent,2025-10-14,45,Neutral,Share debate accept.
ACT_01338,DEAL_0189,Demo,2025-09-10,15,Positive,Them thank decide star break class family.
ACT_01339,DEAL_0189,Demo,2025-09-08,15,Neutral,Firm network end happen there security attention.
ACT_01340,DEAL_0189,Email,2025-10-17,30,Neutral,Reduce explain tonight south.
ACT_01341,DEAL_0190,Email,2026-03-12,30,Neutral,Doctor none agreement Congress.
ACT_01342,DEAL_0190,Call,2026-03-14,90,Positive,Difference unit purpose pressure whom.
ACT_01343,DEAL_0190,Demo,2026-03-14,60,Negative,Evidence call science tough.
ACT_01344,DEAL_0190,Call,2026-03-13,30,Neutral,Policy another feel feel choice watch.
ACT_01345,DEAL_0191,Call,2025-12-01,90,Neutral,Alone exist what door room network.
ACT_01346,DEAL_0191,Meeting,2026-01-13,45,No Response,Pattern including local color cup beyond nor.
ACT_01347,DEAL_0191,Follow-up,2026-02-08,30,Negative,Over majority social south class.
ACT_01348,DEAL_0191,Demo,2025-10-24,15,Negative,Meet fish easy tough level dream figure.
ACT_01349,DEAL_0191,Demo,2025-12-10,60,Neutral,Whose occur whether door.
ACT_01350,DEAL_0191,Demo,2026-01-24,60,No Response,Wish agreement us home minute film put.
ACT_01351,DEAL_0191,Proposal Sent,2026-03-12,90,No Response,Message around manage walk.
ACT_01352,DEAL_0191,Call,2026-01-09,60,Positive,Strategy tell view paper whom believe per part.
ACT_01353,DEAL_0192,Demo,2025-12-05,15,Negative,Guess early which example college hold Mrs.
ACT_01354,DEAL_0192,Proposal Sent,2026-02-07,90,Neutral,Fill beyond city.
ACT_01355,DEAL_0192,Proposal Sent,2026-02-24,30,Negative,Range bill whatever campaign.
ACT_01356,DEAL_0192,Demo,2025-11-16,60,Negative,Organization recent knowledge foot reality player somebody remain.
ACT_01357,DEAL_0192,Demo,2026-02-03,45,No Response,Pm be include stop.
ACT_01358,DEAL_0192,Proposal Sent,2026-03-01,90,No Response,Week billion note too pull there thing.
ACT_01359,DEAL_0192,Email,2025-10-11,45,Neutral,Black matter low goal.
ACT_01360,DEAL_0192,Follow-up,2025-10-14,60,Neutral,His area administration strong wait none be area.
ACT_01361,DEAL_0193,Call,2026-02-21,15,Positive,Church myself who source central my according.
ACT_01362,DEAL_0193,Proposal Sent,2026-02-11,45,No Response,Whole start population alone successful chair attorney.
ACT_01363,DEAL_0193,Demo,2026-01-23,60,No Response,Push difficult weight policy.
ACT_01364,DEAL_0193,Follow-up,2026-03-06,45,No Response,Work find ten ball give.
ACT_01365,DEAL_0194,Meeting,2025-12-20,90,Positive,Around possible wonder never nation budget mother.
ACT_01366,DEAL_0194,Demo,2026-02-08,15,Positive,Another company information set.
ACT_01367,DEAL_0194,Demo,2025-12-14,90,Neutral,Although throughout truth effort rate.
ACT_01368,DEAL_0194,Call,2025-12-02,60,Negative,Room job scientist sort mean.
ACT_01369,DEAL_0194,Follow-up,2025-12-26,45,No Response,Simple say writer affect late memory year.
ACT_01370,DEAL_0194,Follow-up,2026-01-28,45,Positive,Even sense land water.
ACT_01371,DEAL_0194,Follow-up,2026-01-02,60,No Response,About officer say technology growth foot class world.
ACT_01372,DEAL_0194,Follow-up,2025-11-20,30,Neutral,Under if Congress computer.
ACT_01373,DEAL_0194,Demo,2025-06-08,15,Negative,Send low not sea.
ACT_01374,DEAL_0195,Follow-up,2025-07-13,15,Neutral,Significant Congress allow build skin look measure.
ACT_01375,DEAL_0195,Meeting,2025-06-03,90,No Response,The option green big sound state least.
ACT_01376,DEAL_0195,Follow-up,2025-05-11,30,Negative,Former program town hope impact side site.
ACT_01377,DEAL_0195,Call,2025-03-30,90,Neutral,Herself ready quite name himself who matter.
ACT_01378,DEAL_0195,Email,2025-11-27,15,Positive,Drop become new reality at.
ACT_01379,DEAL_0195,Follow-up,2025-08-21,60,No Response,Shake reach crime state top but.
ACT_01380,DEAL_0195,Follow-up,2025-03-22,90,Positive,After write process finally quite sound since.
ACT_01381,DEAL_0195,Proposal Sent,2026-01-04,30,No Response,Some field change bag yard still prepare commercial.
ACT_01382,DEAL_0195,Call,2025-07-05,60,Negative,Food mother center energy away inside.
ACT_01383,DEAL_0195,Follow-up,2025-06-03,45,No Response,Certain nor audience big.
ACT_01384,DEAL_0195,Proposal Sent,2026-01-03,45,No Response,Visit friend each significant.
ACT_01385,DEAL_0195,Follow-up,2025-05-29,15,Positive,To reduce tree account under.
ACT_01386,DEAL_0196,Proposal Sent,2025-11-19,45,Neutral,Daughter design campaign.
ACT_01387,DEAL_0196,Meeting,2026-01-20,30,No Response,Toward book his appear big.
ACT_01388,DEAL_0196,Follow-up,2025-12-18,45,Positive,Door since president though attorney.
ACT_01389,DEAL_0196,Call,2026-02-06,60,Positive,Million against daughter off entire.
ACT_01390,DEAL_0196,Email,2025-12-13,15,No Response,Prevent sort rich take.
ACT_01391,DEAL_0196,Proposal Sent,2026-03-13,60,Negative,General near him discussion research various.
ACT_01392,DEAL_0196,Follow-up,2026-01-24,60,Neutral,Success government up get former learn.
ACT_01393,DEAL_0196,Call,2025-12-01,45,Neutral,Hair author garden data expect among short.
ACT_01394,DEAL_0196,Follow-up,2025-11-20,30,Neutral,Spring word war practice available generation.
ACT_01395,DEAL_0196,Demo,2026-01-28,30,Positive,Director find case man quite three question money.
ACT_01396,DEAL_0196,Demo,2026-02-05,90,Neutral,Glass out decide pretty deep.
ACT_01397,DEAL_0196,Call,2026-01-27,30,Positive,Any thought hit value strong audience western.
ACT_01398,DEAL_0197,Call,2025-06-22,45,No Response,Spend use record wait help raise forward look.
ACT_01399,DEAL_0197,Demo,2025-09-21,90,Positive,Run her table.
ACT_01400,DEAL_0197,Follow-up,2025-04-05,30,Positive,Plant born suddenly.
ACT_01401,DEAL_0197,Meeting,2025-06-14,15,No Response,Mrs star body discover firm.
ACT_01402,DEAL_0198,Meeting,2026-03-06,15,Negative,Door his together.
ACT_01403,DEAL_0198,Email,2026-03-11,90,Neutral,Local easy future appear.
ACT_01404,DEAL_0198,Demo,2026-03-09,60,Positive,Great animal board.
ACT_01405,DEAL_0199,Email,2026-03-11,45,Positive,Last build difference determine part.
ACT_01406,DEAL_0199,Follow-up,2026-03-12,90,Positive,Kind though attack.
ACT_01407,DEAL_0200,Call,2026-01-25,90,Positive,Serve during hot forward home ground.
ACT_01408,DEAL_0200,Demo,2026-02-26,90,Negative,More million can analysis race million.
ACT_01409,DEAL_0200,Demo,2025-09-10,60,Negative,Clearly course evidence design writer treat.
ACT_01410,DEAL_0201,Demo,2025-02-02,45,Negative,Door physical continue compare even affect public.
ACT_01411,DEAL_0201,Follow-up,2025-02-12,45,Negative,Action apply kind represent large dark management.
ACT_01412,DEAL_0201,Call,2025-09-27,45,No Response,Voice drive interesting any environment.
ACT_01413,DEAL_0201,Demo,2024-08-04,90,Positive,Data behind also act feel certain.
ACT_01414,DEAL_0201,Meeting,2025-12-27,45,Positive,Similar message capital rather win although generation.
ACT_01415,DEAL_0201,Email,2024-07-08,60,No Response,Sense wide plan material difficult.
